"";"361124";"Penyelia Perlindungan Wanita";"Women's Shelter Supervisor"
"";"361125";"Pekerja Belia";"Youth Worker"
"";"361126";"Penolong Pegawai Penyelidik Sosial Gred N29";"Assistant Social Research Officer Grade N29"
"";"361127";"Penolong Pegawai Pembangunan Masyarakat Gred S29";"Assistant Community Development Officer Grade S29"
"";"361128";"Penolong Pegawai Psikologi Gred S29";"Assistant Psychological Officer Grade S29"
"";"361129";"Penolong Pegawai Antidadah Gred S29";"Assistant Anti-Drug Officer Grade S29"
"";"361130";"Penolong Pegawai Eksekutif (Psikologi) Gred 31";"Assistant  Executive Officer (Psychology) Grade 31"
"";"361131";"Pemaju Masyarakat Pendidikan Kemahiran Jahitan";"Sewing Skills Education Community Developer"
"";"361132";"Pemaju Masyarakat Pendidikan Kemahiran Masakan";"Cooking Skills Education Community Developer"
"";"3612";"PROFESIONAL BERSEKUTU KEAGAMAAN";"RELIGIOUS ASSOCIATE PROFESSIONALS"
"";"361201";"Sami";"Monk"
"";"361202";"Biarawan";"Nun"
"";"361203";"Pendakwah";"Preacher"
"";"361204";"Bilal";"Bilal"
"";"361205";"Faith Healer";"Faith Healer"
"";"361206";"Penolong Pegawai Hal Ehwal Islam Gred S29";"Assistant Islamic Affairs Officer Grade S29"
"";"361207";"Mutawif/Mutawifah";"Mutawif/Mutawifah"
"";"3621";"ATLET DAN AHLI SUKAN";"ATHLETES AND SPORTS PLAYERS"
"";"362101";"Ahli Sukan";"Sportsperson"
"";"362102";"Atlet";"Athlete"
"";"362103";"Peninju";"Boxer"
"";"362104";"Pemain Bola Sepak";"Footballer"
"";"362105";"Pemain Hoki";"Hockey player"
"";"362106";"Pemain Tenis";"Tennis player"
"";"362107";"Ahli Gusti";"Wrestler"
"";"362108";"Pemain Catur";"Chess player"
"";"362109";"Pemain Golf";"Golfer"
"";"362110";"Penungggang Kuda Lumba";"Jockey"
"";"362111";"Pemandu Perlumbaan";"Race driver"
"";"362112";"Pemain e-Sukan";"e-Games Player"
"";"3622";"JURULATIH, PENGAJAR, DAN PEGAWAI SUKAN";"SPORTS COACHES, INSTRUCTORS AND OFFICIALS"
"";"362201";"Penolong Pegawai Belia dan Sukan Gred S29";"Assistant Youth and Sport Officer Grade S29"
"";"362202";"Pegawai Sukan";"Sports Officials"
"";"362203";"Pengadil";"Referee"
"";"362204";"Jurulatih Sukan";"Sports Coach"
"";"362205";"Jurulatih Senamrobik";"Aerobics Coach"
"";"362206";"Jurulatih Judo";"Judo Coach"
"";"362207";"Jurulatih Karate";"Karate Coach"
"";"362208";"Jurulatih Silat";"Silat Coach"
"";"362209";"Jurulatih Taekwando";"Taekwando Coach"
"";"362210";"Jurulatih Tenis";"Tennis Coach"
"";"362211";"Jurulatih Tai-Chi";"Tai Chi Coach"
"";"362212";"Jurulatih Yoga";"Yoga Coach"
"";"362213";"Jurulatih Renang";"Swimming Coach"
"";"362214";"Jurulatih, Pengajar dan Pegawai Sukan Lain (Dalaman)";"Instructor and Other Sports Officials Coach (Indoor)"
"";"362215";"Jurulatih, Pengajar dan Pegawai Sukan Lain (Luaran)";"Instructor and Other Sports Officials Coach (Outdoor)"
"";"362216";"Pengajar Sukan";"Sports Instructor"
"";"362217";"Pengajar dan Penyelaras Latihan Berkumpulan";"Group Exercise Instructor & Coordinator"
"";"362218";"Penjaga Garisan";"Linesman"
"";"362219";"Pengajar Renang";"Swimming Instructor"
"";"362220";"Jurulatih Am";"Coach, General"
"";"362221";"Pengajar Am";"Instructor, General"
"";"362222";"Penolong Pegawai Kesatria Gred S29";"Assistant Kesatria Officer Grade S29"
"";"3623";"KETUA PROGRAM, DAN PENGAJAR KECERGASAN DAN REKREASI";"FITNESS AND RECREATION INSTRUCTORS AND PROGRAM LEADERS"
"";"362301";"Pengajar Kecergasan Fizikal";"Physical Fitness Instructor"
"";"362302";"Pengajar Biliard";"Billiard Instructor"
"";"362303";"Pengajar Catur";"Chess Instructor"
"";"362304";"Pengajar Pelayaran";"Sailing Instructor"
"";"362305";"Pengajar Tunggang Kuda";"Horse Riding Instructor"
"";"362306";"Pemandu Aktiviti Lasak";"Outdoor Adventure Guides"
"";"362307";"Penyelia Rumah Kelab";"Clubhouse Supervisor"
"";"362308";"Pelatih Persendirian";"Personal Trainer"
"";"362309";"Pengajar Aerobik";"Aerobics Instructor"
"";"362310";"Pengajar Penyelam";"Dive Instructor"
"";"362311";"Pengajar Kecergasan";"Fitness Instructor"
"";"362312";"Ketua Selam";"Divemaster"
"";"3631";"JURUGAMBAR";"PHOTOGRAPHERS"
"";"363101";"Pembantu Tadbir (Ahli Fotografi) Gred 21";"Administrative Assistant (Photographer) Grade 21"
"";"363102";"Jurugambar";"Photographer"
"";"363103";"Jurugambar Ilustrasi Komersil";"Commercial Illustration Photographer"
"";"363104";"Jurugambar Akhbar";"News Photographer"
"";"363105";"Jurugambar Berita";"Press Photographer"
"";"363106";"Wartawan Gambar";"Photo-Journalist"
"";"363107";"Jurugambar Udara";"Aerial Photographer"
"";"363108";"Mikrofotografer";"Microphotographer"
"";"363109";"Jurugambar Mikrofotografi";"Microphotography Photographer"
"";"363110";"Jurugambar Perubatan";"Medical Photographer"
"";"363111";"Jurugambar Saintifik";"Scientific Photographer"
"";"363112";"Jurugambar Komersil";"Commercial Photographer"
"";"363113";"Jurugambar Industri";"Industrial Photographer"
"";"363114";"Jurugambar Potret";"Potrait Photographer"
"";"363115";"Jurufotografi Gred B19";"Photographer Grade B19"
"";"363116";"Jurufotografi Gred B29";"Photographer Grade B29"
"";"363117";"Jurufotografi Gred B21";"Photographer Grade B21"
"";"363118";"Jurufotografi Gred B25";"Photographer Grade B25"
"";"363119";"Jurufotografi Gred B31";"Photographer Grade B31"
"";"363120";"Jurufotografi Gred B37";"Photographer Grade B37"
"";"363121";"Jurufotografi Gred B39";"Photographer Grade B39"
"";"3632";"PEREKA BENTUK DAN JURUHIAS DALAMAN";"INTERIOR DESIGNERS AND DECORATORS"
"";"363201";"Pereka Gred B19";"Designer Grade B19"
"";"363202";"Pereka Hiasan Dalaman";"Interior Designer"
"";"363203";"Pereka Perabot";"Furniture Designer"
"";"363204";"Pereka Poster";"Poster Designer"
"";"363205";"Artis Desktop Publishing";"Artist Desktop Publishing"
"";"363206";"Ilustrator Buku";"Book Illustrator"
"";"363207";"Ilustrator Pengiklanan";"Advertising Illustrator"
"";"363208";"Artis Pameran";"Artist Display"
"";"363209";"Juruhias Pameran";"Display Decorator"
"";"363210";"Pedagang Alatan Visual";"Visual Merchandiser"
"";"363211";"Pereka Lambang";"Armorial Designer"
"";"363212";"Pereka Pameran";"Display Designer"
"";"363213";"Pereka Pameran Jendela Pamer";"Windows Display Designer"
"";"363214";"Pereka Pemandangan";"Scenery Designer"
"";"363215";"Pereka Pertunjukan";"Exhibition Designer"
"";"363216";"Juruhias Dalaman";"Interior Decorator"
"";"363217";"Pereka Kerja Logam Perhiasan";"Metalwork Ornamental Designer"
"";"363218";"Juruhias Set Wayang Gambar";"Motion Picture Set Decorator"
"";"363219";"Pereka Set Teater";"Theatrical Set Designer"
"";"363220";"Penggubah Bunga";"Flower Decorator"
"";"363221";"Juruteknik Ukiran";"Carve Technician"
"";"363222";"Pereka Set";"Set Designer"
"";"363223";"Window Dresser";"Window Dresser"
"";"363224";"Pereka Gred B21";"Designer Grade B21"
"";"363225";"Pereka Gred B25";"Designer Grade B25"
"";"363226";"Pereka Gred B29";"Designer Grade B29"
"";"363227";"Pereka Gred B31";"Designer Grade B31"
"";"363228";"Pereka Gred B37";"Designer Grade B37"
"";"363229";"Eksekutif Fit Out";"Fit Out Executive"
"";"3633";"PROFESIONAL BERSEKUTU GALERI, MUZIUM, DAN PERPUSTAKAAN";"GALLERY, MUSEUM AND LIBRARY ASSOCIATE PROFESSIONALS"
"";"363301";"Pembantu Arkib Gred S19";"Archives Assistant Grade S19"
"";"363302";"Pembantu Pemuliharaan Gred S19";"Conservation Assistant Grade S19"
"";"363303";"Pembantu Muzium Gred S19";"Museum Assistant Grade S19"
"";"363304";"Juruteknik Galeri";"Gallery Technician"
"";"363305";"Juruteknik Perpustakaan";"Library Technician"
"";"363306";"Juruteknik Muzium";"Museum Technician"
"";"363307";"Penolong Pegawai Arkib Gred S29";"Assistant Archives Officer Grade S29"
"";"363308";"Penolong Kurator Gred S29";"Assistant Curator Grade S29"
"";"363309";"Penolong Pustakawan Gred S29";"Assistant Librarian Grade S29"
"";"363310";"Penolong Pegawai Eksekutif (Perpustakaan) Gred 6";"Assistant Executive Officer (Library) Grade 6"
"";"363311";"Penolong Eksekutif Perpustakaan";"Assistant Library Executive"
"";"363312";"Penolong Pegawai Eksekutif Perpustakaan";"Assistant Executive Officer, Library"
"";"363313";"Penolong Pegawai Eksekutif (Perpustakaan) Gred 31";"Assistant Executive Officer (Library) Grade 31"
"";"363314";"Pemaju Masyarakat Pusat Sumber Gred S19";"Library Community Developer Grade S19"
"";"3634";"PROFESIONAL BERSEKUTU KEBUDAYAAN DAN KESENIAN";"ARTISTIC AND CULTURAL ASSOCIATE PROFESSIONALS"
"";"363401";"Ahli Muzik Gred B19";"Musician Grade B19"
"";"363402";"Artis Budaya Gred B19";"Artist Cultural Grade B19"
"";"363403";"Ahli Muzik Gred B29";"Musician Grade B29"
"";"363404";"Artis Budaya B29";"Artist, Cultural B29"
"";"363405";"Pegawai Kebudayaan Gred B19";"Cultural Officer Grade B19"
"";"363406";"Pegawai Kebudayaan Gred B29";"Officer, Cultural Grade B29"
"";"363407";"Penerbit Rancangan Gred B19";"Producer Grade B19"
"";"363408";"Juruteknik Kesan Khas";"Special Effects Technician"
"";"363409";"Jurukamera Cahaya";"Lighting Technician"
"";"363410";"Penyelaras Program (Penyiaran)";"Program Coordinator (Broadcasting)"
"";"363411";"Pembantu Ingat";"Prompter"
"";"363412";"Master Hartanah (Penyiaran)";"Property Master (Broadcasting)"
"";"363413";"Tukang Skrip";"Script-Girl/Boy"
"";"363414";"Juruteknik Pentas";"Stage Technician"
"";"363415";"Penyelaras Stunt";"Stunt Co-Ordinator"
"";"363416";"Artis Stunt";"Stunt Artist"
"";"363417";"Juruteknik Teater";"Theatre Technician"
"";"363418";"Penerbit Rancangan Gred B21";"Producer Grade B21"
"";"363419";"Penerbit Rancangan Gred B25";"Producer Grade B25"
"";"363420";"Penerbit Rancangan Gred B29";"Producer Grade B29"
"";"363421";"Penerbit Rancangan Gred B31";"Producer Grade B31"
"";"363422";"Penerbit Rancangan Gred B37";"Producer Grade B37"
"";"363423";"Ahli Muzik Gred B21";"Musician Grade B21"
"";"363424";"Ahli Muzik Gred B25";"Musician Grade B25"
"";"363425";"Ahli Muzik Gred B31";"Musician Grade B31"
"";"363426";"Ahli Muzik Gred B37";"Musician Grade B37"
"";"363427";"Pegawai Kebudayaan Gred B21";"Cultural Officer Grade B21"
"";"363428";"Pegawai Kebudayaan Gred B25";"Cultural Officer Grade B25"
"";"363429";"Pegawai Kebudayaan Gred B31";"Cultural Officer Grade B31"
"";"363430";"Pegawai Kebudayaan Gred B37";"Cultural Officer Grade B37"
"";"363431";"Artis Budaya B21";"Artist, Cultural B21"
"";"363432";"Artis Budaya B25";"Artist, Cultural B25"
"";"363433";"Artis Budaya B31";"Artist, Cultural B31"
"";"363434";"Artis Budaya B37";"Artist, Cultural B37"
"";"363435";"Artis Budaya B39";"Artist, Cultural B39"
"";"363436";"Tukang Karut (Dikir Barat)";"Tukang Karut (Dikir Barat)"
"";"363437";"Penyelaras Program ";"Program Coordinator "
"";"3639";"PROFESIONAL BERSEKUTU KESENIAN DAN KEBUDAYAAN YANG TIDAK DIKELASKAN DI MANA-MANA";"ARTISTIC AND CULTURAL ASSOCIATE PROFESSIONALS NOT ELSEWHERE CLASSIFIED"
"";"3641";"JURUMASAK";"CHEFS"
"";"364101";"Sous Chef";"Sous Chef"
"";"364102";"Chef De Partie";"Chef De Partie"
"";"364103";"Jurumasak Kanan";"Senior Chef"
"";"364104";"Jurumasak";"Chef"
"";"364105";"Jurumasak Barbeque";"Barbeque Chef"
"";"364106";"Jurumasak Dim Sum";"Dim Sum Chef"
"";"364107";"Jurumasak Masakan Melayu";"Malay Cuisine Chef"
"";"364108";"Jurumasak Pastri";"Pastry Chef"
"";"364109";"Penyedia Hidangan";"Demi Chef"
"";"364110";"Penyelaras Dapur";"Kitchen Coordinator"
"";"364111";"Saucier";"Saucier"
"";"364112";"Penolong Jurumasak";"Assistant Chef"
"";"364113";"Penolong Jurumasak Dim Sum";"Assistant Chef, Dim Sum"
"";"364114";"Penolong Jurumasak Eksekutif";"Executive Assistant, Chef"
"";"364115";"Eksekutif Sous Chef";"Executive Sous Chef"
"";"364116";"Penolong Eksekutif Penyedia Makanan";"Assistant Food Preparation Executive"
"";"364117";"Penolong Pegawai Penyediaan Makanan Gred C29";"Assistant Food Preparation Officer Grade C29"
"";"3711";"PROFESIONAL BERSEKUTU INSPEKTOR KASTAM DAN SEMPADAN";"CUSTOMS AND BORDER INSPECTOR ASSOCIATE PROFESSIONALS"
"";"371101";"Inspektor Kastam";"Custom Inspector"
"";"371102";"Inspektor Kastam dan Sempadan";"Custom and Border Inspector"
"";"371103";"Inspektor Sempadan";"Border Inspector"
"";"371104";"Pegawai Pemeriksaan Pasport";"Passport Checking Officer"
"";"371105";"Penolong Penguasa Kastam Gred WK29";"Assistant Superintendent of Customs Grade WK29"
"";"371106";"Penolong Penguasa Imigresen KP29";"Assistant Immigration Superintendent Grade KP29"
"";"3712";"PROFESIONAL BERSEKUTU PEGAWAI PERCUKAIAN DAN EKSAIS";"TAXATION AND EXCISE OFFICIALS ASSOCIATE PROFESSIONALS"
"";"371201";"Penolong Pegawai Eksekutif (Penaksiran) Gred 31";"Assistant Executive Officer (Appraiser) Grade 31"
"";"371202";"Penolong Pegawai Eksekutif Penaksiran";"Assistant Executive Officer, Appraiser"
"";"3713";"PROFESIONAL BERSEKUTU PEGAWAI FAEDAH SOSIAL KERAJAAN";"GOVERNMENT SOCIAL BENEFITS OFFICIALS ASSOCIATE PROFESSIONALS"
"";"371301";"Penolong Pegawai Tuntutan Keselamatan Sosial";"Social Security Claims Assistant Officer"
"";"3714";"PROFESIONAL BERSEKUTU PEGAWAI PELESENAN KERAJAAN";"GOVERNMENT LICENSING OFFICIALS ASSOCIATE PROFESSIONALS"
"";"371401";"Inspektor Pelesenan";"Licensing Inspector"
"";"371402";"Penolong Pegawai Penguatkuasa Gred KP29";"Assistant Enforcement Officer Grade KP29"
"";"371403";"Penolong Pegawai Eksekutif (Penguatkuasaan) Gred L8";"Assistant Executive Officer (Enforcement) Grade L8"
"";"3715";"PEGAWAI POLIS";"POLICE OFFICER"
"";"371501";"Inspektor Polis";"Police Inspector"
"";"371502";"Detektif Polis";"Police Detective"
"";"371503";"Pegawai Polis";"Police Officer"
"";"371504";"Ejen Pertanyaan Polis";"Police Inquiry Agent"
"";"371505";"Pegawai Patrol Polis";"Police Patrol Officer"
"";"371506";"Detektif Persendirian";"Private Detective"
"";"371507";"Penyiasat Persendirian";"Private Investigator"
"";"3716";"PROFESIONAL BERSEKUTU PERTAHANAN AWAM";"CIVIL DEFENCE ASSOCIATE PROFESSIONALS"
"";"371601";"Inspektor Perkhidmatan Awam";"Civil Service Inspector"
"";"371602";"Inspektor Pentadbiran Kerajaan";"Government Administration Inspector"
"";"371603";"Pegawai RELA";"RELA Officer"
"";"371604";"Askar Wataniah";"Territorial Army"
"";"371605";"Penolong Pegawai Pertahanan Awam Gred KP29";"Assistant Civil Defence Officer Grade KP29"
"";"371606";"Penolong Pegawai Keselamatan Gred KP29";"Assistant Security Officer Grade KP29"
"";"371607";"Penolong Pegawai Eksekutif (Keselamatan) Gred 31";"Assistant Executive Officer (Safety) Grade 31"
"";"3719";"PROFESIONAL BERSEKUTU BADAN PENGAWALATURAN YANG TIDAK DIKELASKAN DI MANA-MANA";"REGULATORY GOVERNMENT ASSOCIATE PROFESSIONALS NOT ELSEWHERE CLASSIFIED"
"";"371901";"Pegawai Lain-lain Pangkat Penguat Kuasa Maritim Gred T5";"Maritime Enforcement Officers Other Ranks Grade T5"
"";"371902";"Inspektor Harga";"Price Inspector"
"";"371903";"Inspektor Kebakaran dan Keselamatan";"Fire and Safety Inspector"
"";"371904";"Inspektor Timbang dan Sukat";"Weight and Measures Inspector"
"";"371905";"Inspektor Upah";"Wage Inspector"
"";"371906";"Pegawai Pusat Pengundian";"Electoral Officer"
"";"371907";"Inspektor Pertanian";"Agricultural Inspector"
"";"371908";"Inspektor Penternakan";"Livestock Inspector"
"";"371909";"Inspektor Hutan";"Forestry Inspector"
"";"371910";"Algojo";"Algojo"
"";"371911";"Penolong Penguasa Bomba Gred KB29";"Assistant Fire Superintendent Grade KB29"
"";"371912";"Penolong Penguasa Penjara Gred KA29";"Assistant Prison Superintendent Grade KA29"
"";"371913";"Penolong Pegawai Siasatan Gred P29";"Assistant Officer, Investigation Grade P29"
"";"371914";"Penolong Pegawai Siasatan Gred P31";"Assistant Officer, Investigation Grade P31"
"";"371915";"Penolong Pegawai Siasatan Gred P37";"Assistant Officer, Investigation Grade P37"
"";"371916";"Penolong Pegawai Perhubungan Perusahaan Gred S29";"Assistant Industrial Relation Officer Grade S29"
"";"371917";"Penolong Pegawai Pendaftaran Gred KP29";"Assistant Registration Officer Grade KP29"
"";"4";"PEKERJA SOKONGAN PERKERANIAN";"CLERICAL SUPPORT WORKERS"
"";"4111";"KERANI AM PEJABAT";"GENERAL OFFICE CLERKS"
"";"411101";"Pembantu Tadbir (Perkeranian/Operasi) Gred N19";"Administrative Assistant(Clerical/Operation) Grade N19"
"";"411102";"Pembantu Pentadbir Tanah Gred NT19";"Land Administrative Assistant Grade NT17"
"";"411103";"Pembantu Tadbir (Pereka) Gred 21";"Administrative Assistant (Designer) Grade 21"
"";"411104";"Pembantu Tadbir (Perkeranian) Gred 21";"Administrative Assistant (Clerk) Grade 21"
"";"411105";"Pembantu Tadbir (Kejuruteraan) Gred 21";"Administrative Assistant (Engineering) Grade 21"
"";"411106";"Pembantu Eksekutif (Pentadbiran dan Sokongan) Gred 3";"Executive Assistant  (Administration and Support) Grade 3"
"";"411107";"Pembantu Eksekutif (Kejuruteraan) Gred 3";"Executive Assistant  (Engineering) Grade 3"
"";"411108";"Pembantu Eksekutif (Perkeranian) Gred L11";"Executive Assistant  (Clerical) Grade L11"
"";"411109";"Kerani Am Pejabat";"General Office Clerk"
"";"411110";"Kerani Pejabat";"Office Clerk"
"";"411111";"Kerani Pentadbiran";"Administrative Clerk"
"";"411112";"Kerani Perkhidmatan Bilik";"Room Service Clerk"
"";"411113";"Kerani Sulit";"Confidential Clerk"
"";"411114";"Kerani Surat-Menyurat";"Correspondence Clerk"
"";"411115";"Ketua Kerani";"Chief Clerk"
"";"411116";"Ketua Pejabat";"Chief Office"
"";"411117";"Pembantu Pentadbiran";"Administrative Assistant"
"";"411118";"Pembantu Tadbir Am";"General Administrative Assistant"
"";"411119";"Pembantu Tadbir Seni Reka";"Administrative assistant, designer"
"";"411120";"Pembantu Am Seni Reka (pereka)";"Assistant, designer"
"";"411121";"Kerani Pentadbiran Gred K1";"Administrative Clerk Grade K1"
"";"411122";"Pembantu Pentadbiran, Industri Halal";"Administrative Assistant, Halal Industry"
"";"411123";"Pembantu Pejabat";"Assistant Office"
"";"411124";"Pekerja Sambilan Harian (Awam)";"Daily part-time worker (Awam)"
"";"411125";"Pembantu Eksekutif (Ekonomi) Gred 3";"Executive Assistant (Economic) Grade 3"
"";"411126";"Pembantu Ehwal Ekonomi Gred E19";"Economic Affairs Assistant Grade E19"
"";"411127";"Pegawai Kerani Gred 14";"Clerk Officer Grade 14"
"";"4121";"SETIAUSAHA (AM)";"SECRETARIES (GENERAL)"
"";"412101";"Setiausaha Pejabat Gred N29";"Office Secretary Grade N29"
"";"412102";"Pembantu Setiausaha Pejabat Gred N19";"Assistant Office Secretary Grade N19"
"";"412103";"Pembantu Tadbir (Kesetiausahaan) Gred 21";"Administrative Assistant (Secretarial) Grade 21"
"";"412104";"Pembantu Eksekutif (Kesetiausahaan) Gred 3";"Executive Assistant (Secretarial) Grade 3"
"";"412105";"Pembantu Tadbir Kesetiausahaan";"Secretarial Administrative Assistant"
"";"412106";"Pembantu Pentadbiran (Kesetiausahaan)";"Administrative Assistant (Secretarial)"
"";"412107";"Setiausaha";"Secretary"
"";"412108";"Setiausaha Sulit";"Confidential Secretary"
"";"412109";"Setiausaha Trengkas";"Stenography Secretary"
"";"412110";"Setiausaha Jualan";"Sales Secretary"
"";"412111";"Setiausaha Sekolah";"School Secretary"
"";"412112";"Pembantu Setiausaha Pejabat";"Office Assistant Secretary"
"";"412113";"Setiausaha/Pembantu Setiausaha Gred 19";"Secretary/Assistant Secretary Grade 19"
"";"4131";"JURUTAIP";"TYPIST"
"";"413101";"Jurutaip";"Typist"
"";"413102";"Jurutrengkas";"Stenographer"
"";"413103";"Jurutaip Audio";"Audio Typist"
"";"413104";"Pembantu Am Jurutaip";"General Assistant Typist"
"";"4132";"KERANI KEMASUKAN DATA";"DATA ENTRY CLERKS"
"";"413201";"Kerani Indeks";"Index Clerk"
"";"413202";"Kerani Rekod";"Records Clerk"
"";"413203";"Pembantu Am Sistem Maklumat (Operator Mesin Prosesan Data)";"Information Technology General Assistant (data-processing machine operator)"
"";"413204";"Kerani Kemasukan Data Komputer";"Computer Data Entry Clerk"
"";"413205";"Operator Kemasukan Data";"Data Entry Operator"
"";"413206";"Kerani Kemasukan Bayaran";"Payment Entry Clerk"
"";"413207";"Kerani Teknologi Maklumat";"Information Technology Clerk"
"";"413208";"Kerani Sistem Maklumat Pengurusan";"Management Information Systems Clerk"
"";"413209";"Kerani Kemasukan Data";"Data Entry Clerk"
"";"4211";"JURUWANG BANK DAN KERANI YANG BERKAITAN";"BANK TELLERS AND RELATED CLERKS"
"";"421101";"Kerani Pos";"Postal Clerk"
"";"421102";"Juruwang Bank";"Bank Teller"
"";"421103";"Kerani Kaunter Wang Tunai";"Cash Counter Clerk"
"";"421104";"Pengurup Wang";"Money Changer"
"";"421105";"Kerani Deposit Selamat";"Safe Deposit Clerk"
"";"421106";"Kerani Bank";"Bank Clerk"
"";"421107";"Pembantu Bank";"Bank Assistant"
"";"421108";"Kerani Kaunter Pejabat Pos";"Post office counter clerk"
"";"4212";"PENERIMA TARUHAN, KRUPIER, DAN PEKERJA PERMAINAN YANG BERKAITAN";"BOOKMAKERS, CROUPIERS AND RELATED GAMING WORKERS"
"";"421201";"Kerani Kaunter Pertaruhan";"Betting Counter Clerk"
"";"421202";"Kerani Penerima Taruhan";"Bookmaker Clerk"
"";"421203";"Krupier";"Croupier"
"";"421204";"Kerani Kasino";"Casino Clerk"
"";"4213";"BROKER GADAIAN DAN PEMINJAM WANG";"PAWNBROKERS AND MONEY-LENDERS"
"";"421301";"Broker Gadaian";"Pawnbroker"
"";"421302";"Pemberi Pinjam Wang";"Money-Lender"
"";"4214";"PEMUNGUT HUTANG DAN SEWA, DAN PEKERJA YANG BERKAITAN";"DEBT AND RENT COLLECTORS AND RELATED WORKERS"
"";"421401";"Pemungut Bayaran";"Payment Collector"
"";"421402";"Pemungut Bil";"Bill Collector"
"";"421403";"Pemungut Derma";"Charity Collector"
"";"421404";"Pemungut Hutang";"Debt Collector"
"";"421405";"Pemungut Sewa";"Rent Collector"
"";"421406";"Kerani Sewa";"Rental Clerk"
"";"421407";"Kerani Sewa Kenderaan Berat";"Heavy Vehicles Rental Clerk"
"";"421408";"Kerani Sewa Kereta";"Car Rental Clerk"
"";"4221";"PERUNDING PERJALANAN DAN KERANI YANG BERKAITAN";"TRAVEL CONSULTANTS AND CLERKS"
"";"422101";"Perunding Pelancongan";"Travel Consultant"
"";"422102";"Penyelaras Pelancongan";"Travel Coordinator"
"";"422103";"Kerani Agensi Pelancongan";"Travel Agency Clerk"
"";"422104";"Kerani Tempahan";"Booking Clerk"
"";"422105";"Kerani Pelancongan";"Travel Clerk"
"";"422106";"Kerani Pengeluaran Tiket Perjalanan";"Travel Ticket Issuing Clerk"
"";"422107";"Kerani Pelancongan Penerbangan";"Travel Air Lines Clerk"
"";"4222";"KERANI PUSAT PENERANGAN INFORMASI";"CONTACT CENTRE INFORMATION CLERKS"
"";"422201";"Pembantu Penerangan Gred S19";"Information Assistant Grade S19"
"";"422202";"Kerani Janji Temu";"Appointments Clerk"
"";"422203";"Penyelia Perkhidmatan Pelanggan";"Customer Service Supervisor"
"";"422204";"Kerani Pusat Panggilan";"Call Centre Clerk"
"";"422205";"Pembantu Perkhidmatan Pelanggan";"Customer Service Assistant"
"";"422206";"Ejen Pusat Panggilan (Perkhidmatan Pelanggan)";"Call Centre Agent (Customer Service)"
"";"422207";"Kerani Pusat Perhubungan Informasi Pelanggan";"Customer Contact Centre Information Clerk"
"";"4223";"OPERATOR TELEFON";"TELEPHONE OPERATORS"
"";"422301";"Operator Perkhidmatan Telekomunikasi";"Telecommunication Service Operator"
"";"422302";"Operator Telefon Ibu Sawat Cawangan Persendirian";"Private Branch Exchange Telephone Operator"
"";"422303";"Operator Telefon Ibu Sawat Telefon";"Telephone Exchange Telephone Operator"
"";"422304";"Telefonis";"Telephonist"
"";"422305";"Penyelia Perkhidmatan Telekomunikasi";"Telecommunication Service Supervisor"
"";"422306";"Pembantu Am (Operator  Telefon)";"General Assistant (Telephone Operator)"
"";"422307";"Operator Perkhidmatan Menjawab Telefon";"Answering service operator"
"";"422308";"Operator Telefon";"Telephone Operator"
"";"4224";"PENYAMBUT TETAMU";"RECEPTIONISTS"
"";"422401";"Penyambut Tetamu";"Receptionist"
"";"422402";"Penyambut Tetamu Perubatan";"Medical Receptionist"
"";"422403";"Penyambut Tetamu Pergigian";"Dental Receptionist"
"";"422404";"Penyambut Tetamu Telefon";"Telephone Receptionist"
"";"422405";"Penyambut Tetamu Pejabat Depan";"Front Office Receptionist"
"";"422406";"Pembantu Pejabat Depan";"Front Office Assistant"
"";"422407";"Penyelia Pejabat Depan";"Front Office Supervisor"
"";"422408";"Personel Pejabat Depan";"Front Office Personnel"
"";"422409";"Ejen Perkhidmatan Tetamu";"Guest Service Agent"
"";"422410";"Penyambut Tetamu Hotel";"Hotel Receptionist"
"";"422411";"Kerani Kaunter Depan, Hotel";"Hotel Front Desk Clerk"
"";"422412";"Pembantu Tempahan";"Reservation Assistant"
"";"422413";"Penyelia Tempahan";"Reservation Supervisor"
"";"422414";"Concierge";"Concierge"
"";"422415";"Ketua, Concierge";"Chief, Concierge"
"";"422416";"Penolong Penyelia Pejabat Depan";"Front Office Assistant Supervisor"
"";"422417";"Pembantu Perkhidmatan Tetamu";"Guest Service Assistant"
"";"422418";"Ejen Tempahan";"Reservation Agent"
"";"4225";"KERANI PERTANYAAN";"ENQUIRY CLERKS"
"";"422501";"Pembantu Tadbir (Khidmat Pelanggan) Gred 21";"Administrative Assistant (Customer Services) Grade 21"
"";"422502";"Pegawai Khidmat Pelanggan Gred N19";"Customer Service Officer Grade N19"
"";"422503";"Kerani Aduan Pelanggan";"Customer-Complaints Clerk"
"";"422504";"Kerani Pertanyaan";"Inquiries Clerk"
"";"422505";"Kerani Maklumat";"Information Clerk"
"";"422506";"Pegawai Khidmat Pelanggan Gred 14";"Customer Service Officer Grade 14"
"";"4226";"PENEMUDUGA TINJAUAN DAN PENYELIDIKAN  PASARAN";"SURVEY AND MARKET RESEARCH INTERVIEWERS"
"";"422601";"Penemuduga Penyelidikan Pasaran";"Market Research Interviewer"
"";"422602";"Penemuduga Tinjauan";"Survey Interviewer"
"";"4229";"PEKERJA MAKLUMAT PELANGGAN YANG TIDAK DIKELASKAN DI MANA-MANA";"CLIENT INFORMATION WORKERS NOT ELSEWHERE CLASSIFIED"
