"#";"kod-kp";"nombor";"seksyen MSIC 2025";"seksyen MSIC 2008";"MSIC 2025";"keterangan 2025";"MSIC 2008(sebahagian)";"MSIC 2008";"keterangan MSIC 2008"
"";""337-Perdagangan Borong & Runcit";"705";"G";"G";"46633";"Wholesale of construction materials(2)";"46633p";"46633";"Wholesale of construction materials"
"";""337-Perdagangan Borong & Runcit";"706";"G";"G";"46638";"Wholesale of wallpaper and floor coverings(6)";"46633p";"46633";"Wholesale of construction materials"
"";""337-Perdagangan Borong & Runcit";"707";"G";"G";"46634";"Wholesale of fittings and fixtures";"46634";"46634";"Wholesale of fittings and fixtures"
"";""337-Perdagangan Borong & Runcit";"708";"G";"G";"46635";"Wholesale of hot water heaters(3)";"46635";"46635";"Wholesale of hot water heaters"
"";""337-Perdagangan Borong & Runcit";"709";"G";"G";"46636";"Wholesale of sanitary installation and equipment(4)";"46636";"46636";"Wholesale of sanitary installation and equipment"
"";""337-Perdagangan Borong & Runcit";"710";"G";"G";"46637";"Wholesale of tools(5) ";"46637";"46637";"Wholesale of tools"
"";""337-Perdagangan Borong & Runcit";"711";"G";"G";"46639";"Wholesale of other construction materials, hardware, plumbing and heating equipment and supplies n.e.c.(7)";"46639";"46639";"Wholesale of other construction materials, hardware, plumbing and heating equipment and supplies n.e.c."
"";""337-Perdagangan Borong & Runcit";"712";"G";"G";"46691";"Wholesale of industrial chemicals(2)";"46691";"46691";"Wholesale of industrial chemicals"
"";""337-Perdagangan Borong & Runcit";"713";"G";"G";"46692";"Wholesale of fertilizers and agrochemical products";"46692";"46692";"Wholesale of fertilizers and agrochemical products"
"";""337-Perdagangan Borong & Runcit";"714";"G";"G";"46693";"Wholesale of plastic materials in primary forms";"46693";"46693";"Wholesale of plastic materials in primary forms"
"";""337-Perdagangan Borong & Runcit";"715";"G";"G";"46694";"Wholesale of rubber scrap";"46694";"46694";"Wholesale of rubber scrap"
"";""337-Perdagangan Borong & Runcit";"716";"G";"G";"46695";"Wholesale of textile fibres";"46695";"46695";"Wholesale of textile fibres"
"";""337-Perdagangan Borong & Runcit";"717";"G";"G";"46696";"Wholesale of paper in bulk, packaging materials";"46696";"46696";"Wholesale of paper in bulk, packaging materials"
"";""337-Perdagangan Borong & Runcit";"718";"G";"G";"46697";"Wholesale of precious stones";"46697";"46697";"Wholesale of precious stones"
"";""337-Perdagangan Borong & Runcit";"719";"G";"G";"46698";"Wholesale of metal and non-metal waste and scrap and materials for recycling(3)";"46698";"46698";"Wholesale of metal and non-metal waste and scrap and materials for recycling"
"";""337-Perdagangan Borong & Runcit";"720";"G";"G";"46699";"Dismantling of automobiles, computer, televisions and other equipment to obtain and re-sell usable parts(4)";"46699";"46699";"Dismantling of automobiles, computer, televisions and other equipment to obtain and re-sell usable parts"
"";""337-Perdagangan Borong & Runcit";"721";"G";"G";"46205";"Wholesale of livestock and live animals(3)";"46205, 46209p, 46901";"46901";"Wholesale of aquarium fishes, pet birds and animals"
"";""337-Perdagangan Borong & Runcit";"722";"G";"G";"46901";"Wholesale of animal/pet food(2)";"46902";"46902";"Wholesale of animal/pet food"
"";""337-Perdagangan Borong & Runcit";"723";"G";"G";"46909";"Wholesale of a variety of goods without any particular specialization n.e.c.";"46909";"46909";"Wholesale of a variety of goods without any particular specialization n.e.c."
"";""337-Perdagangan Borong & Runcit";"724";"G";"G";"47111";"Provision stores";"47111";"47111";"Provision stores"
"";""337-Perdagangan Borong & Runcit";"725";"G";"G";"47112";"Supermarket";"47112";"47112";"Supermarket"
"";""337-Perdagangan Borong & Runcit";"726";"G";"G";"47113";"Mini market";"47113";"47113";"Mini market"
"";""337-Perdagangan Borong & Runcit";"727";"G";"G";"47114";"Convenience stores";"47114";"47114";"Convenience stores"
"";""337-Perdagangan Borong & Runcit";"728";"G";"G";"47191";"Department stores";"47191";"47191";"Department stores"
"";""337-Perdagangan Borong & Runcit";"729";"G";"G";"47192";"Department stores and supermarket";"47192";"47192";"Department stores and supermarket"
"";""337-Perdagangan Borong & Runcit";"730";"G";"G";"47193";"Hypermarket";"47193";"47193";"Hypermarket"
"";""337-Perdagangan Borong & Runcit";"731";"G";"G";"47194";"News agent and miscellaneous goods store";"47194";"47194";"News agent and miscellaneous goods store"
"";""337-Perdagangan Borong & Runcit";"732";"G";"G";"47199";"Other retail sale in non-specialised stores n.e.c.(4)";"47199";"47199";"Other retail sale in non-specialized stores n.e.c."
"";""337-Perdagangan Borong & Runcit";"733";"G";"G";"47211";"Retail sale of rice, flour, other grains and sugars ";"47211, 47810p";"47211";"Retail sale of rice, flour, other grains and sugars"
"";""337-Perdagangan Borong & Runcit";"734";"G";"G";"47212";"Retail sale of fresh or preserved vegetables and fruits(2)";"47212, 47810p";"47212";"Retail sale of fresh or preserved vegetables and fruits"
"";""337-Perdagangan Borong & Runcit";"735";"G";"G";"47213";"Retail sale of dairy products and eggs";"47213, 47810p";"47213";"Retail sale of dairy products and eggs"
"";""337-Perdagangan Borong & Runcit";"736";"G";"G";"47214";"Retail sale of meat and meat products (including poultry)(3) ";"47214, 47810p";"47214";"Retail sale of meat and meat products (including poultry)"
"";""337-Perdagangan Borong & Runcit";"737";"G";"G";"47215";"Retail sale of fish, other seafood and products thereof(3)";"47215, 47810p";"47215";"Retail sale of fish, other seafood and products thereof"
"";""337-Perdagangan Borong & Runcit";"738";"G";"G";"47216";"Retail sale of bakery products and sugar confectionery";"47216, 47810p";"47216";"Retail sale of bakery products and sugar confectionery"
"";""337-Perdagangan Borong & Runcit";"739";"G";"G";"47217";"Retail sale of mee, kuetiau, mee hoon, wantan skins and other food products made from flour or soya";"47217, 47810p";"47217";"Retail sale of mee, kuey teow, mee hoon, wantan skins and other food products made from flour or soya"
"";""337-Perdagangan Borong & Runcit";"740";"G";"G";"47219";"Retail sale of other food products n.e.c.";"47219, 47810p";"47219";"Retail sale of other food products n.e.c."
"";""337-Perdagangan Borong & Runcit";"741";"G";"G";"47221";"Retail sale of beer, wine and spirits";"47221, 47810p";"47221";"Retail sale of beer, wine and spirits"
"";""337-Perdagangan Borong & Runcit";"742";"G";"G";"47222";"Retail sale of tea, coffee, soft drinks, mineral water and other beverages(1)";"47222, 47810p";"47222";"Retail sale of tea, coffee, soft drinks, mineral water and other beverages"
"";""337-Perdagangan Borong & Runcit";"743";"G";"G";"47231";"Retail sale of tobacco products in specialised store(3)";"47230p, 47810p";"47230";"Retail sale of tobacco products in specialized store"
"";""337-Perdagangan Borong & Runcit";"744";"G";"G";"47232";"Retail sale of electronic cigarettes and e-liquids(4)";"47230p, 47810p";"47230";"Retail sale of tobacco products in specialized store"
"";""337-Perdagangan Borong & Runcit";"745";"G";"G";"47300";"Retail sale of automotive fuel in specialised store";"47300";"47300";"Retail sale of automotive fuel in specialized store"
"";""337-Perdagangan Borong & Runcit";"746";"G";"G";"47401";"Retail sale of computers, computer equipment and supplies(2)";"47411, 47894p";"47411";"Retail sale of computers, computer equipment and supplies"
"";""337-Perdagangan Borong & Runcit";"747";"G";"G";"47402";"Retail sale of video game consoles and non-customised software(3) ";"47412, 47894p";"47412";"Retail sale of video game consoles and non-customized software"
"";""337-Perdagangan Borong & Runcit";"748";"G";"G";"47403";"Retail sale of telecommunication equipment(1)";"47413, 47894p";"47413";"Retail sale of telecommunication equipment"
"";""337-Perdagangan Borong & Runcit";"749";"G";"G";"47404";"Retail sale of audio and video equipment (2)";"47420, 47894p";"47420";"Retail sale of audio and video equipment in specialized store"
"";""337-Perdagangan Borong & Runcit";"750";"G";"G";"47510";"Retail sale of textiles";"47510, 47820p";"47510";"Retail sale of textiles in specialized stores"
"";""337-Perdagangan Borong & Runcit";"751";"G";"G";"47521";"Retail sale of construction materials, hardware, paints and glass(3)";"47520p";"47520";"Retail sale of construction materials, hardware, paints and glass"
"";""337-Perdagangan Borong & Runcit";"752";"G";"G";"47529";"Retail sale of hardware, building materials, paints and glass n.e.c.(1)";"47520p";"47520";"Retail sale of construction materials, hardware, paints and glass"
"";""337-Perdagangan Borong & Runcit";"753";"G";"G";"47531";"Retail sale of carpets and rugs(2)";"47531, 47891";"47531";"Retail sale of carpets and rugs"
"";""337-Perdagangan Borong & Runcit";"754";"G";"G";"47532";"Retail sale of curtains and net curtains(3)";"47532";"47532";"Retail sale of curtains and net curtains"
"";""337-Perdagangan Borong & Runcit";"755";"G";"G";"47533";"Retail sale of wallpaper and floor coverings(4)";"47533";"47533";"Retail sale of wallpaper and floor coverings"
"";""337-Perdagangan Borong & Runcit";"756";"G";"G";"47591";"Retail sale of household furniture(2)";"47591";"47591";"Retail sale of household furniture"
"";""337-Perdagangan Borong & Runcit";"757";"G";"G";"47592";"Retail sale of articles for lighting";"47592";"47592";"Retail sale of articles for lighting"
"";""337-Perdagangan Borong & Runcit";"758";"G";"G";"47593";"Retail sale of household utensils and cutlery, crockery, glassware, chinaware and pottery(3)";"47593";"47593";"Retail sale of household utensils and cutlery, crockery, glassware, chinaware and pottery"
"";""337-Perdagangan Borong & Runcit";"759";"G";"G";"47594";"Retail sale of wooden, cork and wickerwork goods";"47594";"47594";"Retail sale of wood, cork goods and wickerwork goods"
"";""337-Perdagangan Borong & Runcit";"760";"G";"G";"47595";"Retail sale of household appliances(4)";"47595, 47894p";"47595";"Retail sale of household appliances"
"";""337-Perdagangan Borong & Runcit";"761";"G";"G";"47596";"Retail sale of musical instruments and scores(5)";"47596";"47596";"Retail sale of musical instruments and scores"
"";""337-Perdagangan Borong & Runcit";"762";"G";"G";"47597";"Retail sale of security systems(6)  ";"47597";"47597";"Retail sale of security systems"
"";""337-Perdagangan Borong & Runcit";"763";"G";"G";"47599";"Retail sale of household articles and equipment n.e.c.";"47598";"47598";"Retail sale of household articles and equipment n.e.c."
"";""337-Perdagangan Borong & Runcit";"764";"G";"G";"47611";"Retail sale of office supplies and equipment(1)";"47611";"47611";"Retail sale of office supplies and equipment"
"";""337-Perdagangan Borong & Runcit";"765";"G";"G";"47612";"Retail sale of books, newspapers and stationary(2) ";"47612, 47892";"47612";"Retail sale of books, newspapers and stationary"
"";""337-Perdagangan Borong & Runcit";"766";"G";"G";"47692";"Retail sale of musical records, audio tapes, compact discs, cassettes, video tapes, VCDs and DVDs, blank tapes and discs(2)";"47620, 47895";"47620";"Retail sale of musical records, audio tapes, compact discs , cassettes, video tapes, VCDs and DVDs, blank tapes and discs"
"";""337-Perdagangan Borong & Runcit";"767";"G";"G";"47621";"Retail sale of sports goods and equipments(3)";"47631p";"47631";"Retail sale of sports goods and equipments"
"";""337-Perdagangan Borong & Runcit";"768";"G";"G";"47626";"Retail sale of special sports clothes and footwear(1)";"47631p, 47712p, 47820p";"47631";"Retail sale of sports goods and equipments"
"";""337-Perdagangan Borong & Runcit";"769";"G";"G";"47622";"Retail sale of fishing equipment";"47632";"47632";"Retail sale of fishing equipment"
"";""337-Perdagangan Borong & Runcit";"770";"G";"G";"47623";"Retail sale of camping goods(4)";"47633";"47633";"Retail sale of camping goods"
"";""337-Perdagangan Borong & Runcit";"771";"G";"G";"47624";"Retail sale of boats and equipments";"47634";"47634";"Retail sale of boats and equipments"
"";""337-Perdagangan Borong & Runcit";"772";"G";"G";"47625";"Retail sale of bicycles, e-bikes and related parts and accessories(5)";"47635";"47635";"Retail sale of bicycles and related parts and accessories"
"";""337-Perdagangan Borong & Runcit";"773";"G";"G";"47632";"Retail sale of toy drones";"47640p";"47640";"Retail sale of games and toys, made of all materials"
"";""337-Perdagangan Borong & Runcit";"774";"G";"G";"47631";"Retail sale of games and toys, made of all materials(2)";"47640p, 47893";"47640";"Retail sale of games and toys, made of all materials"
"";""337-Perdagangan Borong & Runcit";"775";"G";"G";"47719";"Retail sale of clothing, footwear and leather articles n.e.c.(5)";"47711p, 47712p, 47713p, 47820p";"47711";"Retail sale of articles of clothing, articles of fur and clothing accessories"
"";""337-Perdagangan Borong & Runcit";"776";"G";"G";"47714";"Retail sale of baby’s clothing and accessories(4)";"47711p, 47712p, 47739p, 47820p";"47711";"Retail sale of articles of clothing, articles of fur and clothing accessories"
"";""337-Perdagangan Borong & Runcit";"777";"G";"G";"47711";"Retail sale of articles of clothing, articles of fur and clothing accessories(2)";"47711p, 47820p";"47711";"Retail sale of articles of clothing, articles of fur and clothing accessories"
"";""337-Perdagangan Borong & Runcit";"778";"G";"G";"47626";"Retail sale of special sports clothes and footwear(1)";"47631p, 47712p, 47820p";"47712";"Retail sale of footwear"
"";""337-Perdagangan Borong & Runcit";"779";"G";"G";"47719";"Retail sale of clothing, footwear and leather articles n.e.c.(5)";"47711p, 47712p, 47713p, 47820p";"47712";"Retail sale of footwear"
"";""337-Perdagangan Borong & Runcit";"780";"G";"G";"47714";"Retail sale of baby’s clothing and accessories(4)";"47711p, 47712p, 47739p, 47820p";"47712";"Retail sale of footwear"
"";""337-Perdagangan Borong & Runcit";"781";"G";"G";"47712";"Retail sale of footwear(3)   ";"47712p, 47820p";"47712";"Retail sale of footwear"
"";""337-Perdagangan Borong & Runcit";"782";"G";"G";"47719";"Retail sale of clothing, footwear and leather articles n.e.c.(5)";"47711p, 47712p, 47713p, 47820p";"47713";"Retail sale of leather goods, accessories of leather and leather substitutes"
"";""337-Perdagangan Borong & Runcit";"783";"G";"G";"47713";"Retail sale of leather goods, accessories of leather and leather substitutes";"47713p";"47713";"Retail sale of leather goods, accessories of leather and leather substitutes"
"";""337-Perdagangan Borong & Runcit";"784";"G";"G";"47721";"Retail sale of pharmaceuticals/ pharmacy, medical and orthopaedic goods(6)";"47721";"47721";"Stores specialized in retail sale of pharmaceuticals, medical and orthopaedic goods"
"";""337-Perdagangan Borong & Runcit";"785";"G";"G";"47722";"Retail sale of perfumery, cosmetic and toilet articles";"47722";"47722";"Stores specialized in retail sale of perfumery, cosmetic and toilet articles"
"";""337-Perdagangan Borong & Runcit";"786";"G";"G";"47731";"Retail sale of photographic and precision equipment  ";"47731";"47731";"Retail sale of photographic and precision equipment"
"";""337-Perdagangan Borong & Runcit";"787";"G";"G";"47732";"Retail sale of watches, clocks ";"47732";"47732";"Retail sale of watches and clocks"
"";""337-Perdagangan Borong & Runcit";"788";"G";"G";"47733";"Retail sale of jewellery";"47733";"47733";"Retail sale of jewellery"
"";""337-Perdagangan Borong & Runcit";"789";"G";"G";"47734";"Retail sale of flowers, plants, seeds, fertilizers";"47734";"47734";"Retail sale of flowers, plants, seeds, fertilizers"
"";""337-Perdagangan Borong & Runcit";"790";"G";"G";"47735";"Retail sale of souvenirs, craftwork and religious articles(1)";"47735";"47735";"Retail sale of souvenirs, craftwork and religious articles"
"";""337-Perdagangan Borong & Runcit";"791";"G";"G";"47736";"Retail sale of household fuel oil, cooking gas, coal and fuel wood";"47736";"47736";"Retail sale of household fuel oil, cooking gas, coal and fuel wood"
"";""337-Perdagangan Borong & Runcit";"792";"G";"G";"47737";"Retail sale of spectacles and other optical goods(2)";"47737";"47737";"Retail sale of spectacles and other optical goods"
"";""337-Perdagangan Borong & Runcit";"793";"G";"G";"47738";"Retail sale of aquarium fishes, pet animals and pet foods";"47738";"47738";"Retail sale of aquarium fishes, pet animals and pet food"
"";""337-Perdagangan Borong & Runcit";"794";"G";"G";"47714";"Retail sale of baby’s clothing and accessories(4)";"47711p, 47712p, 47739p, 47820p";"47739";"Other retail sale of new goods in specialized stores n.e.c."
"";""337-Perdagangan Borong & Runcit";"795";"G";"G";"47691";"Retail sale of wedding accessories(1)";"47739p";"47739";"Other retail sale of new goods in specialized stores n.e.c."
"";""337-Perdagangan Borong & Runcit";"796";"G";"G";"47693";"Retail sale philately, numismatics and collectors’ items(3)";"47739p";"47739";"Other retail sale of new goods in specialized stores n.e.c."
"";""337-Perdagangan Borong & Runcit";"797";"G";"G";"47694";"Retail sale of art supplies(4)";"47739p";"47739";"Other retail sale of new goods in specialized stores n.e.c."
"";""337-Perdagangan Borong & Runcit";"798";"G";"G";"47695";"Retail sale of drones(5)";"47739p";"47739";"Other retail sale of new goods in specialized stores n.e.c."
"";""337-Perdagangan Borong & Runcit";"799";"G";"G";"47739";"Other retail sale of new goods in specialised stores n.e.c.(3)";"47739p";"47739";"Other retail sale of new goods in specialized stores n.e.c."
"";""337-Perdagangan Borong & Runcit";"800";"G";"G";"47741";"Retail sale of second-hand books";"47741";"47741";"Retail sale of second-hand books"
"";""337-Perdagangan Borong & Runcit";"801";"G";"G";"47742";"Retail sale of second-hand electrical and electronic goods";"47742";"47742";"Retail sale of second-hand electrical and electronic goods"
"";""337-Perdagangan Borong & Runcit";"802";"G";"G";"47743";"Retail sale of antiques(2)";"47743";"47743";"Retail sale of antiques"
"";""337-Perdagangan Borong & Runcit";"803";"G";"G";"47744";"Activities of retail auctioneering houses of third-party goods(3)";"47744";"47744";"Activities of auctioning houses (retail)"
"";""337-Perdagangan Borong & Runcit";"804";"G";"G";"47745";"Retail sale of second-hand clothes(4)";"47749p";"47749";"Retail sale of second-hand goods n.e.c."
"";""337-Perdagangan Borong & Runcit";"805";"G";"G";"47746";"Retail sale of second-hand toys";"47749p";"47749";"Retail sale of second-hand goods n.e.c."
"";""337-Perdagangan Borong & Runcit";"806";"G";"G";"47749";"Retail sale of second-hand goods n.e.c.(5)";"47749p";"47749";"Retail sale of second-hand goods n.e.c."
"";""337-Perdagangan Borong & Runcit";"807";"G";"G";"47211";"Retail sale of rice, flour, other grains and sugars ";"47211, 47810p";"47810";"Retail sale of food, beverages and tobacco products via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"808";"G";"G";"47212";"Retail sale of fresh or preserved vegetables and fruits(2)";"47212, 47810p";"47810";"Retail sale of food, beverages and tobacco products via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"809";"G";"G";"47213";"Retail sale of dairy products and eggs";"47213, 47810p";"47810";"Retail sale of food, beverages and tobacco products via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"810";"G";"G";"47214";"Retail sale of meat and meat products (including poultry)(3) ";"47214, 47810p";"47810";"Retail sale of food, beverages and tobacco products via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"811";"G";"G";"47215";"Retail sale of fish, other seafood and products thereof(3)";"47215, 47810p";"47810";"Retail sale of food, beverages and tobacco products via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"812";"G";"G";"47216";"Retail sale of bakery products and sugar confectionery";"47216, 47810p";"47810";"Retail sale of food, beverages and tobacco products via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"813";"G";"G";"47217";"Retail sale of mee, kuetiau, mee hoon, wantan skins and other food products made from flour or soya";"47217, 47810p";"47810";"Retail sale of food, beverages and tobacco products via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"814";"G";"G";"47219";"Retail sale of other food products n.e.c.";"47219, 47810p";"47810";"Retail sale of food, beverages and tobacco products via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"815";"G";"G";"47221";"Retail sale of beer, wine and spirits";"47221, 47810p";"47810";"Retail sale of food, beverages and tobacco products via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"816";"G";"G";"47222";"Retail sale of tea, coffee, soft drinks, mineral water and other beverages(1)";"47222, 47810p";"47810";"Retail sale of food, beverages and tobacco products via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"817";"G";"G";"47231";"Retail sale of tobacco products in specialised store(3)";"47230p, 47810p";"47810";"Retail sale of food, beverages and tobacco products via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"818";"G";"G";"47232";"Retail sale of electronic cigarettes and e-liquids(4)";"47230p, 47810p";"47810";"Retail sale of food, beverages and tobacco products via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"819";"G";"G";"47510";"Retail sale of textiles";"47510, 47820p";"47820";"Retail sale of textiles, clothing and footwear via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"820";"G";"G";"47626";"Retail sale of special sports clothes and footwear(1)";"47631p, 47712p, 47820p";"47820";"Retail sale of textiles, clothing and footwear via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"821";"G";"G";"47719";"Retail sale of clothing, footwear and leather articles n.e.c.(5)";"47711p, 47712p, 47713p, 47820p";"47820";"Retail sale of textiles, clothing and footwear via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"822";"G";"G";"47714";"Retail sale of baby’s clothing and accessories(4)";"47711p, 47712p, 47739p, 47820p";"47820";"Retail sale of textiles, clothing and footwear via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"823";"G";"G";"47711";"Retail sale of articles of clothing, articles of fur and clothing accessories(2)";"47711p, 47820p";"47820";"Retail sale of textiles, clothing and footwear via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"824";"G";"G";"47712";"Retail sale of footwear(3)   ";"47712p, 47820p";"47820";"Retail sale of textiles, clothing and footwear via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"825";"G";"G";"47531";"Retail sale of carpets and rugs(2)";"47531, 47891";"47891";"Retail sale of carpets and rugs via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"826";"G";"G";"47612";"Retail sale of books, newspapers and stationary(2) ";"47612, 47892";"47892";"Retail sale of books via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"827";"G";"G";"47631";"Retail sale of games and toys, made of all materials(2)";"47640p, 47893";"47893";"Retail sale of games and toys via stalls or markets"
"";""337-Perdagangan Borong & Runcit";"828";"G";"G";"47401";"Retail sale of computers, computer equipment and supplies(2)";"47411, 47894p";"47894";"Retail sale of household appliances and consumer electronics via stall or markets"
"";""337-Perdagangan Borong & Runcit";"829";"G";"G";"47402";"Retail sale of video game consoles and non-customised software(3) ";"47412, 47894p";"47894";"Retail sale of household appliances and consumer electronics via stall or markets"
"";""337-Perdagangan Borong & Runcit";"830";"G";"G";"47403";"Retail sale of telecommunication equipment(1)";"47413, 47894p";"47894";"Retail sale of household appliances and consumer electronics via stall or markets"
"";""337-Perdagangan Borong & Runcit";"831";"G";"G";"47404";"Retail sale of audio and video equipment (2)";"47420, 47894p";"47894";"Retail sale of household appliances and consumer electronics via stall or markets"
"";""337-Perdagangan Borong & Runcit";"832";"G";"G";"47595";"Retail sale of household appliances(4)";"47595, 47894p";"47894";"Retail sale of household appliances and consumer electronics via stall or markets"
"";""337-Perdagangan Borong & Runcit";"833";"G";"G";"47692";"Retail sale of musical records, audio tapes, compact discs, cassettes, video tapes, VCDs and DVDs, blank tapes and discs(2)";"47620, 47895";"47895";"Retail sale of music and video recordings via stall or markets"
"";""337-Perdagangan Borong & Runcit";"834";"G";"G";"47909";"Intermediation service activities for retail trade sale n.e.c.(3)";"47911, 47991";"47911";"Retail sale of any kind of product by mail order"
"";""337-Perdagangan Borong & Runcit";"835";"G";"G";"47901";"Retail sale of any kind of product over the Internet";"47912";"47912";"Retail sale of any kind of product over the Internet"
"";""337-Perdagangan Borong & Runcit";"836";"G";"G";"47902";"Direct sale via television, radio and telephone";"47913";"47913";"Direct sale via television, radio and telephone"
"";""337-Perdagangan Borong & Runcit";"837";"G";"G";"47903";"Internet retail auctions(2)";"47914";"47914";"Internet retail auctions"
"";""337-Perdagangan Borong & Runcit";"838";"G";"G";"47909";"Intermediation service activities for retail trade sale n.e.c.(3)";"47911, 47991";"47991";"Retail sale of any kind of product by direct sales or door-to-door sales persons"
"";""337-Perdagangan Borong & Runcit";"839";"G";"G";"47195";"Retail sale of any kind of products through vending machines(3)";"47992";"47992";"Retail sale of any kind of product through vending machines"
"";""337-Perdagangan Borong & Runcit";"840";"G";"G";"47699";"Retail sale of cultural and recreational goods n.e.c.(6)";"47999";"47999";"Other retail sale not in stores, stalls or markets n.e.c."
"";""337-Perdagangan Borong & Runcit";"841";"H";"H";"49110";"Passenger transport by inter-urban railways ";"49110";"49110";"Passenger transport by inter-urban railways"
"";""337-Perdagangan Borong & Runcit";"842";"H";"H";"49120";"Freight transport by inter-urban, suburban and urban railways";"49120";"49120";"Freight transport by inter-urban, suburban and urban railways"
"";""337-Perdagangan Borong & Runcit";"843";"H";"H";"49211";"City bus services";"49211";"49211";"City bus services"
"";""337-Perdagangan Borong & Runcit";"844";"H";"H";"49212";"Urban and suburban railway passenger transport service  ";"49212";"49212";"Urban and suburban railway passenger transport service"
"";""337-Perdagangan Borong & Runcit";"845";"H";"H";"49221";"Express bus services  ";"49221";"49221";"Express bus services"
"";""337-Perdagangan Borong & Runcit";"846";"H";"H";"49222";"Employees bus services";"49222";"49222";"Employees bus services"
"";""337-Perdagangan Borong & Runcit";"847";"H";"H";"49223";"School bus services";"49223";"49223";"School bus services"
"";""337-Perdagangan Borong & Runcit";"848";"H";"H";"49224";"Taxi operation and limousine services";"49224";"49224";"Taxi operation and limousine services"
"";""337-Perdagangan Borong & Runcit";"849";"H";"H";"49225";"Rental of cars with driver";"49225";"49225";"Rental of cars with driver"
"";""337-Perdagangan Borong & Runcit";"850";"H";"H";"49229";"Other passenger land transport n.e.c.";"49229";"49229";"Other passenger land transport n.e.c."
"";""337-Perdagangan Borong & Runcit";"851";"H";"H";"49230";"Freight transport by road";"49230";"49230";"Freight transport by road"
"";""321-Perkhidmatan Kereta Api";"852";"H";"H";"49300";"Transport via pipeline";"49300";"49300";"Transport via pipeline"
"";""321-Perkhidmatan Kereta Api";"853";"H";"H";"50111";"Operation of excursion, cruise or sightseeing boats";"50111";"50111";"Operation of excursion, cruise or sightseeing boats"
"";""314-Perkhidmatan Bas";"854";"H";"H";"50112";"Operation of ferries, water taxis";"50112";"50112";"Operation of ferries, water taxis"
"";""321-Perkhidmatan Kereta Api";"855";"H";"H";"50113";"Rental of pleasure boats with crew for sea and coastal water transport ";"50113";"50113";"Rental of pleasure boats with crew for sea and coastal water transport (e.g. for fishing cruises)"
"";""314-Perkhidmatan Bas";"856";"H";"H";"50121";"Transport of freight over seas and coastal waters, whether scheduled or not";"50121";"50121";"Transport of freight over seas and coastal waters, whether scheduled or not"
"";""314-Perkhidmatan Bas";"857";"H";"H";"50122";"Transport by towing or pushing of barges, oil rigs";"50122";"50122";"Transport by towing or pushing of barges, oil rigs"
"";""314-Perkhidmatan Bas";"858";"H";"H";"50211";"Transport of passenger via rivers, canals, lakes and other inland waterways";"50211";"50211";"Transport of passenger via rivers, canals, lakes and other inland waterways, including inside harbours and ports"
"";""315-Perkhidmatan Teksi, Kereta Sewa dan Limosin (termasuk perkhidmatan tempahan teksi dll.)";"859";"H";"H";"50212";"Rental of pleasure boats with crew for inland water transport";"50212";"50212";"Rental of pleasure boats with crew for inland water transport"
"";""315-Perkhidmatan Teksi, Kereta Sewa dan Limosin (termasuk perkhidmatan tempahan teksi dll.)";"860";"H";"H";"50220";"Transport of freight via rivers, canals, lakes and other inland waterways";"50220";"50220";"Transport of freight via rivers, canals, lakes and other inland waterways, including inside harbours and ports"
"";""315-Perkhidmatan Teksi, Kereta Sewa dan Limosin (termasuk perkhidmatan tempahan teksi dll.)";"861";"H";"H";"51101";"Transport of passengers by air over regular routes and on regular schedules";"51101";"51101";"Transport of passengers by air over regular routes and on regular schedules"
"";""318-Perkhidmatan Kargo, Penyimpanan dan Muatan";"862";"H";"H";"51102";"Non-scheduled transport of passenger by air";"51102";"51102";"Non-scheduled transport of passenger by air"
"";""315-Perkhidmatan Teksi, Kereta Sewa dan Limosin (termasuk perkhidmatan tempahan teksi dll.)";"863";"H";"H";"51104";"Transport of passengers by Unmanned Air System (UAS-Drones)";"51102p , 51103p";"51102";"Non-scheduled transport of passenger by air"
"";""313-Pengangkutan Laut dan Pinggir Pantai (Syarikat Perkapalan)";"864";"H";"H";"51103";"Renting of air-transport equipment with operator for the purpose of passenger transportation";"51103";"51103";"Renting of air-transport equipment with operator for the purpose of passenger transportation"
